Date,Time (UTC),Exchange,Symbol,Side,Quantity,Price,Total USD,Fee (est.),Net P&L,SL,TP,Order ID,Mode,Portfolio,Notes
2026-05-06,22:20:08,BitGet,ETHUSDT,SHORT,0.22,2347.23,10.33,0.5164,OPEN,,,1436046172245078017,LIVE,synapse_t,"Ulaz SHORT po 2347.23"
2026-05-07,07:19:33,BitGet,ETHUSDT,CLOSE_SHORT,0.22,2340.83,10.33,0.5150,0.4283,,,1436046172245078017-CLOSE,LIVE,synapse_t,"WIN: +0.4283 USDT | Ulaz 2347.23 → Izlaz 2340.83"
2026-05-06,22:20:11,BitGet,PEPEUSDT,SHORT,126109000,0.0000041423,10.45,0.5224,OPEN,,,1436046185490690050,LIVE,synapse_t,"Ulaz SHORT po 0.0000041423"
2026-05-07,07:17:28,BitGet,PEPEUSDT,CLOSE_SHORT,126109000,0.0000042053,10.45,0.5303,-8.9235,,,1436046185490690050-CLOSE,LIVE,synapse_t,"LOSS: -8.9235 USDT | Ulaz 0.0000041423 → Izlaz 0.0000042053"
2026-05-06,22:34:12,BitGet,DOGEUSDT,SHORT,4554,0.11242,10.24,0.5120,OPEN,,,1436049713462390786,LIVE,synapse_t,"Ulaz SHORT po 0.11242"
2026-05-07,07:19:33,BitGet,DOGEUSDT,CLOSE_SHORT,4554,0.11155,10.24,0.5080,2.9932,,,1436049713462390786-CLOSE,LIVE,synapse_t,"WIN: +2.9932 USDT | Ulaz 0.11242 → Izlaz 0.11155"
2026-05-06,22:34:15,BitGet,RIVERUSDT,LONG,81,6.17,10.00,0.4998,OPEN,,,1436049722522087426,LIVE,synapse_t,"Ulaz LONG po 6.17"
2026-05-07,02:38:56,BitGet,RIVERUSDT,CLOSE_LONG,81,5.871,10.00,0.4756,-25.4895,,,1436049722522087426-CLOSE,LIVE,synapse_t,"LOSS: -25.4895 USDT | Ulaz 6.17 → Izlaz 5.871"
2026-05-06,23:04:19,BitGet,ZECUSDT,SHORT,0.891,551.39,9.83,0.4913,OPEN,,,1436057289533042690,LIVE,synapse_t,"Ulaz SHORT po 551.39"
2026-05-07,06:40:45,BitGet,ZECUSDT,CLOSE_SHORT,0.891,559.5,9.83,0.4985,-8.1661,,,1436057289533042690-CLOSE,LIVE,synapse_t,"LOSS: -8.1661 USDT | Ulaz 551.39 → Izlaz 559.5"
2026-05-07,01:49:14,BitGet,SUIUSDT,SHORT,492,0.9789,9.63,0.4816,OPEN,,,1436098793509105667,LIVE,synapse_t,"Ulaz SHORT po 0.9789"
2026-05-07,06:42:28,BitGet,SUIUSDT,CLOSE_SHORT,492,0.9935,9.63,0.4888,-8.1476,,,1436098793509105667-CLOSE,LIVE,synapse_t,"LOSS: -8.1476 USDT | Ulaz 0.9789 → Izlaz 0.9935"
2026-05-07,03:19:14,BitGet,RIVERUSDT,SHORT,82,6.021,9.87,0.4938,OPEN,,,1436121444126437378,LIVE,synapse_t,"Ulaz SHORT po 6.021"
2026-05-07,07:19:33,BitGet,RIVERUSDT,CLOSE_SHORT,82,5.989,9.87,0.4911,1.8071,,,1436121444126437378-CLOSE,LIVE,synapse_t,"WIN: +1.8071 USDT | Ulaz 6.021 → Izlaz 5.989"
2026-05-07,06:48:28,BitGet,SUIUSDT,LONG,486,0.9933,9.65,0.4827,OPEN,,,1436174097518833666,LIVE,synapse_t,"Ulaz LONG po 0.9933"
2026-05-07,07:19:33,BitGet,SUIUSDT,CLOSE_LONG,486,1.0024,9.65,0.4872,3.4757,,,1436174097518833666-CLOSE,LIVE,synapse_t,"WIN: +3.4757 USDT | Ulaz 0.9933 → Izlaz 1.0024"
2026-05-07,07:19:41,BitGet,XAUUSDT,LONG,0.09,4744.54,8.54,0.4270,OPEN,,,1436181954100371456,LIVE,synapse_t,"Ulaz LONG po 4744.54"
2026-05-07,07:22:13,BitGet,XAUUSDT,CLOSE_LONG,0.09,4742.76,8.54,0.4268,-1.0141,,,1436181954100371456-CLOSE,LIVE,synapse_t,"LOSS: -1.0141 USDT | Ulaz 4744.54 → Izlaz 4742.76"
2026-05-07,07:31:09,BitGet,SUIUSDT,LONG,474,1.0043,9.52,0.4760,OPEN,,,1436184840448389120,LIVE,synapse_t,"Ulaz LONG po 1.0043"
2026-05-07,09:27:59,BitGet,SUIUSDT,CLOSE_LONG,474,0.9898,9.52,0.4692,-7.8387,,,1436184840448389120-CLOSE,LIVE,synapse_t,"LOSS: -7.8387 USDT | Ulaz 1.0043 → Izlaz 0.9898"
2026-05-07,07:31:11,BitGet,SOLUSDT,LONG,5.2,89.648,9.32,0.4662,OPEN,,,1436184849789104131,LIVE,synapse_t,"Ulaz LONG po 89.648"
2026-05-07,14:31:19,BitGet,SOLUSDT,CLOSE_LONG,5.2,88.296,9.32,0.4591,-7.9686,,,1436184849789104131-CLOSE,LIVE,synapse_t,"LOSS: -7.9686 USDT | Ulaz 89.648 → Izlaz 88.296"
2026-05-07,07:31:14,BitGet,HYPEUSDT,LONG,10.6,43.095,9.14,0.4568,OPEN,,,1436184858928492547,LIVE,synapse_t,"Ulaz LONG po 43.095"
2026-05-07,13:50:44,BitGet,HYPEUSDT,CLOSE_LONG,10.6,42.45,9.14,0.4500,-7.7954,,,1436184858928492547-CLOSE,LIVE,synapse_t,"LOSS: -7.7954 USDT | Ulaz 43.095 → Izlaz 42.45"
2026-05-07,07:31:16,BitGet,LINKUSDT,LONG,44,10.077,8.87,0.4434,OPEN,,,1436184867258380292,LIVE,synapse_t,"Ulaz LONG po 10.077"
2026-05-07,13:47:46,BitGet,LINKUSDT,CLOSE_LONG,44,9.928,8.87,0.4368,-7.4807,,,1436184867258380292-CLOSE,LIVE,synapse_t,"LOSS: -7.4807 USDT | Ulaz 10.077 → Izlaz 9.928"
2026-05-07,07:31:18,BitGet,PEPEUSDT,LONG,104045000,0.0000042182,8.78,0.4389,OPEN,,,1436184876305494021,LIVE,synapse_t,"Ulaz LONG po 0.0000042182"
2026-05-07,10:28:41,BitGet,PEPEUSDT,CLOSE_LONG,104045000,0.0000041543,8.78,0.4322,-7.5719,,,1436184876305494021-CLOSE,LIVE,synapse_t,"LOSS: -7.5719 USDT | Ulaz 0.0000042182 → Izlaz 0.0000041543"
2026-05-07,10:31:17,BitGet,NEARUSDT,SHORT,292,1.4689,8.58,0.4289,OPEN,,,1436230173136138258,LIVE,synapse_t,"Ulaz SHORT po 1.4689"
2026-05-07,12:21:25,BitGet,NEARUSDT,CLOSE_SHORT,292,1.4916,8.58,0.4355,-7.4733,,,1436230173136138258-CLOSE,LIVE,synapse_t,"LOSS: -7.4733 USDT | Ulaz 1.4689 → Izlaz 1.4916"
2026-05-07,12:46:18,BitGet,RIVERUSDT,LONG,69,6.089,8.40,0.4201,OPEN,,,1436264147833204805,LIVE,synapse_t,"Ulaz LONG po 6.089"
2026-05-07,14:39:28,BitGet,RIVERUSDT,CLOSE_LONG,69,5.993,8.40,0.4135,-7.4557,,,1436264147833204805-CLOSE,LIVE,synapse_t,"LOSS: -7.4557 USDT | Ulaz 6.089 → Izlaz 5.993"
2026-05-07,14:01:20,BitGet,DOGEUSDT,SHORT,3766,0.10933,8.23,0.4117,OPEN,,,1436283031894241357,LIVE,synapse_t,"Ulaz SHORT po 0.10933"
2026-05-08,02:17:12,BitGet,DOGEUSDT,CLOSE_SHORT,3766,0.10604,8.23,0.3993,11.6603,,,1436283031894241357-CLOSE,LIVE,synapse_t,"WIN: +11.6603 USDT | Ulaz 0.10933 → Izlaz 0.10604"
2026-05-07,14:01:22,BitGet,ETHUSDT,SHORT,0.17,2313.75,7.87,0.3933,OPEN,,,1436283042128343201,LIVE,synapse_t,"Ulaz SHORT po 2313.75"
2026-05-08,20:36:51,BitGet,ETHUSDT,CLOSE_SHORT,0.17,2310.53,7.87,0.3928,-0.0819,,,1436283042128343201-CLOSE,LIVE,synapse_t,"LOSS: -0.0819 USDT | Ulaz 2313.75 → Izlaz 2310.53"
2026-05-08,18:33:16,BitGet,RIVERUSDT,LONG,28,6.37,3.57,0.1784,OPEN,,,1436713853675778050,LIVE,synapse_t,"Ulaz LONG po 6.37"
2026-05-08,20:36:51,BitGet,RIVERUSDT,CLOSE_LONG,28,6.362,3.57,0.1782,-0.5956,,,1436713853675778050-CLOSE,LIVE,synapse_t,"LOSS: -0.5956 USDT | Ulaz 6.37 → Izlaz 6.362"
2026-05-08,18:33:18,BitGet,ETHUSDT,LONG,0.07,2320.32,3.25,0.1624,OPEN,,,1436713862810972161,LIVE,synapse_t,"Ulaz LONG po 2320.32"
2026-05-08,20:34:29,BitGet,ETHUSDT,CLOSE_LONG,0.07,2310.99,3.25,0.1618,-0.9774,,,1436713862810972161-CLOSE,LIVE,synapse_t,"LOSS: -0.9774 USDT | Ulaz 2320.32 → Izlaz 2310.99"
2026-05-08,18:33:39,BitGet,DOGEUSDT,LONG,1604,0.10886,3.49,0.1746,OPEN,,,1436713952975925250,LIVE,synapse_t,"Ulaz LONG po 0.10886"
2026-05-08,20:36:51,BitGet,DOGEUSDT,CLOSE_LONG,1604,0.10919,3.49,0.1751,0.1796,,,1436713952975925250-CLOSE,LIVE,synapse_t,"WIN: +0.1796 USDT | Ulaz 0.10886 → Izlaz 0.10919"
2026-05-08,18:33:42,BitGet,SUIUSDT,LONG,167.8,1.0247,3.44,0.1719,OPEN,,,1436713963205832706,LIVE,synapse_t,"Ulaz LONG po 1.0247"
2026-05-08,20:36:51,BitGet,SUIUSDT,CLOSE_LONG,167.8,1.0217,3.44,0.1714,-0.8468,,,1436713963205832706-CLOSE,LIVE,synapse_t,"LOSS: -0.8468 USDT | Ulaz 1.0247 → Izlaz 1.0217"
2026-05-08,18:33:44,BitGet,TAOUSDT,LONG,0.534,317,3.39,0.1693,OPEN,,,1436713971338588163,LIVE,synapse_t,"Ulaz LONG po 317"
2026-05-08,20:06:04,BitGet,TAOUSDT,CLOSE_LONG,0.534,309.4,3.39,0.1652,-4.4013,,,1436713971338588163-CLOSE,LIVE,synapse_t,"LOSS: -4.4013 USDT | Ulaz 317 → Izlaz 309.4"
2026-05-08,20:45:38,BitGet,NEARUSDT,LONG,196,1.569,6.15,0.3075,OPEN,,,1436747167354728450,LIVE,synapse_t,"Ulaz LONG po 1.569"
2026-05-08,21:34:06,BitGet,NEARUSDT,CLOSE_LONG,196,1.5997,6.15,0.3135,5.3882,,,1436747167354728450-CLOSE,LIVE,synapse_t,"WIN: +5.3882 USDT | Ulaz 1.569 → Izlaz 1.5997"
2026-05-08,21:17:47,BitGet,ZECUSDT,LONG,0.518,588.48,6.10,0.3048,OPEN,,,1436755255898025987,LIVE,synapse_t,"Ulaz LONG po 588.48"
2026-05-08,21:21:39,BitGet,ZECUSDT,CLOSE_LONG,0.518,581.22,6.10,0.3011,-4.3693,,,1436755255898025987-CLOSE,LIVE,synapse_t,"LOSS: -4.3693 USDT | Ulaz 588.48 → Izlaz 581.22"
2026-05-08,21:18:49,BitGet,RIVERUSDT,LONG,46,6.462,5.95,0.2973,OPEN,,,1436755518734086147,LIVE,synapse_t,"Ulaz LONG po 6.462"
2026-05-08,21:38:37,BitGet,RIVERUSDT,CLOSE_LONG,46,6.593,5.95,0.3033,5.4044,,,1436755518734086147-CLOSE,LIVE,synapse_t,"WIN: +5.4044 USDT | Ulaz 6.462 → Izlaz 6.593"
2026-05-08,21:19:47,BitGet,HYPEUSDT,LONG,6.92,43.152,5.97,0.2986,OPEN,,,1436755758979624962,LIVE,synapse_t,"Ulaz LONG po 43.152"
2026-05-08,23:38:21,BitGet,HYPEUSDT,CLOSE_LONG,6.92,42.619,5.97,0.2949,-4.2801,,,1436755758979624962-CLOSE,LIVE,synapse_t,"LOSS: -4.2801 USDT | Ulaz 43.152 → Izlaz 42.619"
2026-05-08,21:21:47,BitGet,TAOUSDT,LONG,0.936,315.59,5.91,0.2954,OPEN,,,1436756263206268931,LIVE,synapse_t,"Ulaz LONG po 315.59"
2026-05-09,03:30:16,BitGet,TAOUSDT,CLOSE_LONG,0.936,312.32,5.91,0.2923,-3.6631,,,1436756263206268931-CLOSE,LIVE,synapse_t,"LOSS: -3.6631 USDT | Ulaz 315.59 → Izlaz 312.32"
2026-05-08,21:21:49,BitGet,XRPUSDT,LONG,206,1.4158,5.83,0.2917,OPEN,,,1436756273297764354,LIVE,synapse_t,"Ulaz LONG po 1.4158"
2026-05-10,15:52:50,BitGet,XRPUSDT,CLOSE_LONG,206,1.444,5.83,0.2975,5.1055,,,1436756273297764354-CLOSE,LIVE,synapse_t,"WIN: +5.1055 USDT | Ulaz 1.4158 → Izlaz 1.444"
2026-05-08,21:23:47,BitGet,LINKUSDT,LONG,28,10.326,5.78,0.2891,OPEN,,,1436756764610146307,LIVE,synapse_t,"Ulaz LONG po 10.326"
2026-05-09,01:47:00,BitGet,LINKUSDT,CLOSE_LONG,28,10.533,5.78,0.2949,5.2148,,,1436756764610146307-CLOSE,LIVE,synapse_t,"WIN: +5.2148 USDT | Ulaz 10.326 → Izlaz 10.533"
2026-05-08,21:28:46,BitGet,ZECUSDT,LONG,0.487,589.75,5.74,0.2872,OPEN,,,1436758022809071619,LIVE,synapse_t,"Ulaz LONG po 589.75"
2026-05-08,21:29:39,BitGet,ZECUSDT,CLOSE_LONG,0.487,582.46,5.74,0.2837,-4.1167,,,1436758022809071619-CLOSE,LIVE,synapse_t,"LOSS: -4.1167 USDT | Ulaz 589.75 → Izlaz 582.46"
2026-05-08,22:14:47,BitGet,ADAUSDT,LONG,1121,0.2771,6.21,0.3106,OPEN,,,1436769602649075715,LIVE,synapse_t,"Ulaz LONG po 0.2771"
2026-05-08,22:28:50,BitGet,ADAUSDT,CLOSE_LONG,1121,0.2736,6.21,0.3068,-4.4524,,,1436769602649075715-CLOSE,LIVE,synapse_t,"LOSS: -4.4524 USDT | Ulaz 0.2771 → Izlaz 0.2736"
2026-05-08,22:14:50,BitGet,BTCUSDT,LONG,0.0038,80350,6.11,0.3053,OPEN,,,1436769612694433794,LIVE,synapse_t,"Ulaz LONG po 80350"
2026-05-10,22:33:51,BitGet,BTCUSDT,CLOSE_LONG,0.0038,82004.8,6.11,0.3116,5.6586,,,1436769612694433794-CLOSE,LIVE,synapse_t,"WIN: +5.6586 USDT | Ulaz 80350 → Izlaz 82004.8"
2026-05-08,22:18:47,BitGet,NEARUSDT,LONG,193,1.5745,6.08,0.3039,OPEN,,,1436770607650451458,LIVE,synapse_t,"Ulaz LONG po 1.5745"
2026-05-09,00:30:06,BitGet,NEARUSDT,CLOSE_LONG,193,1.6067,6.08,0.3101,5.5833,,,1436770607650451458-CLOSE,LIVE,synapse_t,"WIN: +5.5833 USDT | Ulaz 1.5745 → Izlaz 1.6067"
